,id,name,description,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,polarity,distance,scaled_distance,scaled_number_of_reviews,scaled_polarity,classified,scaled_classified,prediction_classified
10,793593,"Charming Home in Byward Market, Downtown Ottawa","Charming three story home in the Byward Market in downtown Ottawa. 7 block walk (5 minutes) to Byward Market Building. Three bedrooms. All linens and towels. Full Bathroom with beautiful slate tiles. Bright living room with gleaming hardwood floors. Separate dining room with hardwood floors. Private deck for BBQ and quiet time.<br /><br /><b>The space</b><br />*Due to COVID19 we are allowing 4 days in between each rental for our cleaners and your protection.  Through Airbnb's system we have blocked 2 days before and after each reservarion. Stay safe! <br /><br />LOCATION! LOCATION! LOCATION!<br /><br />Please ask if you want to arrive the same day as another guests is departing. We will try to accommodate with a late check in of 4pm. <br /><br />Charming three story home. 7 block walk (5 minutes) to Byward Market Building. 2 separate bedrooms, 1 loft bedroom. Bathroom with beautiful slate tiles. Bright living room with gleaming hardwood floors. Separate dining room with hardwood floors",45.432179999999995,-75.69176,Entire home/apt,6,1,3,4,156.0,150,0.9712,2.310553643634619,0.13893072769135598,0.3170212765957447,0.9843478260869564,3.547926210239326,0.7515876426448436,0.7274289788274819
11,875133,"Progressive, Eco-friendly, Central","Angela's B&B is a large old rambling family house located in central Ottawa on unceded Algonquin territory.<br />The room is a traditional room with a double bed and is located on the third floor. It has a private deck. Also open for guest use, there is a library-den and home office desk space on the third floor. All bathrooms are shared.<br />Accommodation includes unlimited organic fair-trade coffee and tea. If desired a full, mostly organic breakfast is available for $15.00.<br /><br /><b>The space</b><br />The Glebe House is a lively open-minded family household located in the centre of Ottawa on unceded Algonquin territory. We love to welcome guests who have interesting tales to tell and hold politically progressive and eco-friendly values. We have a large rambling old house with all amenities and a large backyard where we try to grow organic vegetables, BBQ and hold music, poetry and fund-raising shows.<br /><br />This room is on the third floor (quiet) and has a double size bed.",45.40469,-75.69298,Private room,2,3,1,1,97.0,117,0.9806,2.3289492303421766,0.13777786371513415,0.2468085106382979,0.9896213183730715,3.491228193187781,0.7386911951175417,0.7274289788274819
12,902575,Room for rent Downtown Ottawa R,"<b>The space</b><br />I have a nice room for rent downtown Ottawa. Accommodate 2 people. Close of Parliamentary of Canada, Rideau Shopping Mall and several Museums.  <br /><br />(min 3 nights, 95$/night CAD each room)<br />internet wifi available<br />local phone area<br />Cable TV<br />kitchen (stove, frigo, microwave, coffee machine, toaster and dishes)<br />bathroom<br />living room<br />restaurants, bars are close in By Market<br />Nice place to stay!!<br />Available from May 1st- August 31th, 2014<br /><br />p.s.(Also, a second room can be made available to accommodate 2 more people at 85$/night)",45.41938,-75.69505,Private room,1,1,1,1,75.0,8,0.9242,1.5344580841939524,0.21275252514280205,0.014893617021276596,0.9579803646563816,3.3143397612760253,0.6984564126865658,0.7392641885781475
13,1026310,Lakehouse Inspired Retreat Close to Downtown,"The perfect location! Minutes from Parliament, Byward market, Gatineau Hills, Spa Nordik, national museums and conference centres. Our custom home is on the National Marathon route with easy access to HWY 417. While our home is a work in progress, you will feel welcomed by a luxurious eat-in kitchen, relaxing large front porch, spa bath and spacious light filled rooms. We have welcomed  families, small group retreats, movie crews and conference attendees.  OMDC television & media also welcome.<br /><br /><b>The space</b><br />Newly constructed home with all modern amenities. Luxurious eat-in kitchen with large quartz island and seating for up to 10 for dining. Natural gas stove and fridge and also Rancilio espresso/cappuccino maker for morning java. Highly energy efficient with on demand hot water heater.  Cosy living area with fireplace. Main bath with towel warmer to both keep towels dry but also warm when you come out of the shower/tub.<br /><br /><b>Guest access</b><br />Full acces",45.45578,-75.65653,Entire home/apt,8,3,4,4,550.0,16,0.9589,6.1110583408750285,0.04815927408982616,0.031914893617021274,0.9774474053295932,3.0605756577854533,0.6407356031209728,0.6263728405276568
14,1038420,Walk the City from Charming Home,"We are on a beautiful tree lined heritage street west of Centretown. The area is quiet ,yet within walking distance of Little Italy, Chinatown and a 20 minute walk along the river to the The Parliament Buildings. There is a bike path along the river just 10 minutes from our front door.<br /><br /><b>The space</b><br />Come stay at one of the most charming heritage designated streets in the Capital’s historic Lebreton Flats neighbourhood, just a 20 minute walk from the downtown core. <br /><br />We offer a large, private, bright bedroom with a  queen-size bed, desk, apartment-size fridge, along with coffee and coffee maker . The room is next to a quaint bathroom. On sunny days, please enjoy your own private deck.<br /><br /><br />Just a short walk from great cafes and restaurants in Little Italy, Chinatown, and steps from the Ottawa Transit way which can ferry you to the Capital’s iconic tourist destinations in minutes (Parliament Hill, Byward Market, Museums, Galleries, the Rideau Cana",45.41195,-75.71027,Private room,2,1,1,1,69.0,399,0.9846,0.8602144988797141,0.38501692591299497,0.846808510638298,0.9918653576437588,4.5924384353955645,0.989170856377108,0.8911477118168522
15,1097429,Centretown 2BD + private bath,"<b>The space</b><br />Large, sunny furnished room with queen bed on the top floor of our semi-detached home. Includes large private bathroom with full tub/shower. Free parking is available.<br /><br />There is a second bedroom on same floor, also with a queen bed (see photos) available on request (ideal for groups of 3-4). If you don't wish to use the extra bedroom, it will be left vacant. Either way the 3rd floor is all yours!<br /><br />We are in the heart of Centretown on a quiet treed street between two bike lanes. Bus stops are close by and we are walking distance to most of Ottawa's best spots - Chinatown, downtown, the Glebe, Parliament Hill, the Byward Market and the Rideau Canal.<br /><br />Our place is a 3-story semi built in 1907. The bedrooms are on the third floor, along with a large, bright private bathroom with tub and shower. <br /><br />We have laundry in the basement and a nice back patio. The entrance, kitchen and living room are on the first floor. We occupy the sec",45.40953,-75.70138,Private room,4,1,1,2,79.0,112,0.9335,1.4825748096041391,0.220443762860721,0.23617021276595745,0.9631977559607292,3.566651006369587,0.7558467572190587,0.7898835767196535
16,1113071,Home in Ottawa's BEST neighbourhood,"<b>The space</b><br />A recently renovated 3 bedroom (+ basement suite) character home in Ottawa's hippest neighbourhood, Hintonburg.   <br /><br />A 5 minute drive (or 10 minute bike ride along the beautiful river pathway) to downtown and just steps away from all the fantastic shops and restaurants of Wellington Ave.   We love our home, but travel a lot (especially in the summer) and we love to share our home with other families who are visiting Ottawa.   <br /><br />Our home offers 3 bedrooms upstairs - a master bedroom with ensuite and a great sunroom/office and two kids rooms - one with a loft bed and one with two twin/king beds (depending on your needs). <br /><br />The main floor is open concept with huge windows facing out onto the backyard. Perfect for relaxing at the end of a busy day of exploring!  <br /><br />Big backyard and sunny front porch are great for sunny days.  Home has AC too for Ottawa's hot summer days.    <br /><br />The neighbourhood is AWESOME - tons of parks,",45.40703,-75.7276,Entire home/apt,6,3,3,4,199.0,19,0.8539,1.6769147535485478,0.1940819681904349,0.03829787234042553,0.9185413744740532,3.182085932143455,0.6683741513238385,0.6464638254098695
17,1151370,Retro Chic Teak with an Ottawa Host Family,"Suitable for those who enjoy a family home setting. Friendly, secure and safe environment where you are greeted and treated like family. We are experienced host family and we offer a private and spacious teak themed bedroom with a Queen bed, desk, chairs, closet, WiFi, Smart TV and weekly laundry. In addition to welcoming you, we'll show you what we love most about our community and offer the option of wholesome homemade meals. Easy highway access/public transit to Kanata and close to amenities.<br /><br /><b>The space</b><br />A sunny guest Room with a Queen sized bed in a bright setting, a closet, smart TV, WiFi, chairs/desk, lamps, linens and towels: Pretty well everything one may need while away from home.<br /><br />The Home is located near IKEA mall with shopping and restaurants, cafes and parks in a quiet enclave of tree lined streets just a minute walk from public transportation. We offer our guest the option of homemade meals. Highway access is nearby and there is plenty of pr",45.3475,-75.78425,Private room,1,1,1,1,49.0,40,0.9483,9.640906107380973,0.027954118691755736,0.08297872340425531,0.971500701262272,3.0533890645745827,0.6391009512043141,0.6263728405276568
18,1225070,Architectural Home Near Dows Lake,"A beautiful new (nut-free!) house designed by award-winning local architect John Donkin and built in 2013 by premium custom home builder Crossford Construction. Bright and airy with huge windows and space to relax. Found in the heart of Little Italy.<br /><br /><b>The space</b><br />A beautiful new (nut-free!) house designed by award-winning local architect John Donkin and built in 2013 by premium custom home builder Crossford Construction. Bright and airy, with huge windows and space to relax. Found in the heart of Little Italy there are dozens of restaurants in walking distance, coffee shops, and the beautiful parks surrounding Dows Lake. The bike path along the Rideau Canal will take you directly down town and a new path along the O-Train takes you to the Ottawa River.<br /><br />With nine foot ceilings on the second floor, the master bedroom has a view of down town Ottawa with a king-sized bed, walk-in double vanity and gorgeous double-nozzle rain-shower. Two kids rooms with adjoin",45.400259999999996,-75.71410999999998,Entire home/apt,8,3,4,6,275.0,11,0.9081,2.088620682528382,0.15443983067761774,0.02127659574468085,0.9489481065918652,3.1770005768755123,0.6672174438977024,0.6464638254098695
19,1242836,Glebe - Family Suite welcomes you,"Angela's B&B is a large old rambling family house located in central Ottawa on unceded Algonquin territory.<br />The family suite is on the second floor with a queen bed in the front room and a bunk bed in the attached back room. It is possible to add a baby crib as well. All bathrooms are shared.<br />Accommodation includes unlimited organic fair-trade coffee and tea. If desired a full, mostly organic breakfast is available for $15.00/person, $6.00 kids 6-12yrs, under 6 free.<br /><br /><b>The space</b><br />We love to welcome guests into our home who have interesting tales to tell and hold politically progressive and eco-friendly values. We believe that a better world is possible. We strive to live with a lower carbon and environmental footprint.<br /><br />The large old house has high-speed wifi and a large backyard where we try to grow organic vegetables, BBQ and hold music, poetry and fund-raising shows. You can chill in the backyard; we can lend you a bike to get around; our hous",45.40464,-75.69143000000003,Private room,4,3,1,4,120.0,73,0.9407,2.422420834168112,0.13219045317640488,0.15319148936170213,0.9672370266479664,3.319283475658411,0.6995809026852978,0.6876189056625674
20,1247877,HEART OF MARKET-Summer in Ottawa!- Relaxing Patio!,"Minimum 31 day rental. This charming, new, 1 bedroom apartment is located in the heart of the historic Byward Market.  <br /><br />Centrally located, this apartment boasts a 220 square foot back yard with a deck and furniture for relaxation. <br /><br />A convenient walking distance to the central business and government districts.<br /><br /><b>The space</b><br />Minimum 31 day rental. Available only for those in living in Ottawa and in need of an apartment during the Pandemic.  This charming, new, 1 bedroom apartment is located in the heart of the historic Byward Market.<br /><br />Features:<br />-200 square foot, private, sun deck  (a rarity in the Byward Market)<br />- Rooftop Patio on top of building (common)<br /><br />One block from: <br />Buses anywhere in the city, supermarkets, the Bytowne Cinema, the Ottawa Little Theatre, Bars, restaurants, beer & liquor stores and fine and or affordable restaurants.  <br /><br />Two blocks from:<br />Rideau Canal, Rideau Centre Shopping Ma",45.42951,-75.68775,Entire home/apt,3,1,1,0,75.0,170,0.8074,2.4049129820151616,0.13320395471680688,0.3595744680851064,0.8924544179523142,3.3033456313756626,0.6959557040773129,0.7274289788274819
21,1450947,Modern Pristine 3BD w Parking,"Clean, modern, newly renovated home in quiet Westboro/Hintonburg. Open concept Living/Dining Room, high ceilings, wonderful eat-in kitchen, beautiful back garden w/ deck & outdoor furniture. Upstairs patio off of master bedroom. New appliances & fully stocked kitchen. Walking distance to Civic Hospital, Parkdale Market, Wellington Village. 3min walk to shops, restaurants, bus stops. 10min walk to Ottawa River Parkway. 8km to downtown (15min direct bus ride/7 min drive).<br /><br /><b>The space</b><br />Clean, modern, newly renovated home in quiet Westboro/Hintonburg. Open concept Living/Dining Room, high ceilings, wonderful eat-in kitchen, beautiful back garden oasis with deck and outdoor furniture, storage & interlock. There's a small balcony off of the master bedroom with table and chairs as well as in backyard with privacy, surrounded by a beautiful fenced in garden. Home is bright with lots of natural light. Blinds on every window. Everything renovated and brand new appliances. Was",45.40011,-75.72633,Entire home/apt,6,1,3,4,399.0,104,0.9237,2.2949107592388747,0.13992561864097747,0.2191489361702128,0.9576998597475456,3.3720997526948047,0.7115944153407414,0.7274289788274819
22,1520644,"Be welcome, relax, be the change","Angela's B&B is a large old rambling family house located in central Ottawa on unceded Algonquin territory.<br />The room is on the second floor with a queen bed. All bathrooms are shared. If needed, it is possible to add a single cot into the room (no additional charge). The book shelf has a small selection of philosophy books. <br />Accommodation includes unlimited organic fair-trade coffee and tea. If desired a full, mostly organic breakfast is available for $15.00.<br /><br /><b>The space</b><br />We love to welcome guests into our home who have interesting tales to tell and hold politically progressive and eco-friendly values. We believe that a better world is possible. We strive to live with a lower carbon and environmental footprint.<br /><br />The large old house has high-speed wifi and a large backyard where we try to grow organic vegetables, BBQ and hold music, poetry and fund-raising shows. You can chill in the backyard; we can lend you a bike to get around; our house can be",45.40268,-75.69189,Private room,3,3,1,1,97.0,139,0.902,2.5463231067706182,0.1254162741409971,0.2936170212765957,0.9455259467040672,3.381027409670792,0.713625087059435,0.7274289788274819
23,1574060,Artist's Friendly Home Studio,"Private Room for single or couple in clean, eco-friendly, SHARED artist's Home Studio 1 block from EVERY convenience in trendy Ottawa Arts District. Smoke-Free, WiFi, NetTV. Shared: bathrooms, kitchen, dining, living, parking. 2nd bedroom = +$<br /><br /><b>The space</b><br />This ""AcrylArt"" Artist welcomes you to share her home nestled in the vibrant Arts District of Ottawa, Canada's Capital City. The 'artist's studio' atmosphere is cheerfully colourful, yet comfortable, clean & homey. This environmentally-conscientious, active artist can help you discover bike, hike, ski, snowshoe trails, paddle, arts & cultural activities in Canada's National Capital area.<br /><br /><b>Guest access</b><br />I want you to feel ""at home"", so guests are invited to SHARE (I live & work here full time!) the ENTIRE home. This art-full house is well-laid-out, cosy, well maintained and nicely updated. The only off-limit spaces are private bedrooms (we have an extra if needed) & some of the artist studio sp",45.40128,-75.73402,Private room,2,2,1,1,58.0,167,0.9656,2.489864084775275,0.12841947722582486,0.3531914893617021,0.9812061711079944,3.553648957137335,0.7528893302332316,0.7274289788274819
24,1587517,"Bright, Stunning Water View & Free Parking!","We welcome guests who will love this space as much as we do and treat this home away from home with care. A lot of effort has gone in to making this a beautiful and comfortable place to live. Recently updated: Decor, Smart TV, Duvet, Sheets, Dresser, Lamps, Bookshelves (March 2019)<br /><br />9th floor of 12 storey <br />A/C, heat, hydro<br />High speed Internet<br />Indoor Parking Spot<br />Walk-in Closet<br />Full Bathroom<br />Outdoor Pool<br />Ensuite Laundry<br />Gym<br />Sauna<br />Whirlpool<br />Squash & Tennis Court <br />bike trail<br />Atrium <br />24/7 Security<br /><br /><b>The space</b><br />9th floor of 12 storey <br />A/C, heat, hydro, cable, <br />Internet/wifi<br />Indoor Parking Spot<br />Walk-in Closet<br />Full Bathroom<br />Outdoor Pool<br />Ensuite Laundry<br />Gym<br />Sauna<br />Whirlpool<br />Music Room<br />Squash & Tennis Court <br />bike trail<br />Atrium w Hammock<br />24/7 Security<br /><br />steps to the beach and movie theatre - quiet - beautiful water &",45.35164,-75.79754,Entire home/apt,3,1,1,1,60.0,20,0.9707,9.9130852025146,0.026993682369563253,0.04042553191489361,0.9840673211781206,3.046614860188382,0.6375601006428837,0.6263728405276568
25,1617217,DOWS LAKE PENTHOUSE - 2 BDRMS + DEN,"Enjoy a spacious 2 bedroom, 2 bath & den penthouse suite, complete with a queen-sized bed in each bedroom. The den includes a futon (double-sized, sleeps up to 2 more). There is a full kitchen, dining room & laundry, as well as a surprisingly roomy living room. The wrap-around balcony includes a BBQ, a variety of seating and a great view of Dows Lake. All the comforts of home away from home<br /><br />Enjoy the Ottawa Irish Festival (March 10-17), at various locations within 30 minutes by car or transit<br /><br /><b>The space</b><br />Large executive furnished Ottawa penthouse featuring:<br />• Private wrap-around balcony overlooking Dows Lake<br />• Easy-living features throughout (internet w/ free Wi-Fi, Netflix, built-in sound system w/ iPod dock, private BBQ on balcony, laundry in suite, and more)<br />• Stainless steel appliances, and fully equipped kitchen with place settings for six<br />• High end furniture<br />• The double bed in the common area is the previously noted futon",45.39723,-75.7125,Entire home/apt,6,2,2,2,199.0,47,0.5617,2.4307764770093714,0.13171190490445148,0.09787234042553193,0.7546143057503506,2.625139067485487,0.5416918370371331,0.5600444825095364
26,1641234,Cozy room near Ottawa Airport,"<b>The space</b><br />Enjoy the comforts of a cozy, clean room in a beautiful home while in Ottawa. The 3 bedroom home is located in a quiet residential area.<br /><br />Your room is beautifully decorated. It accommodates two people and is furnished with a queen bed, dresser, bed side table and closet.  Linen is provided. <br /><br />The home is about 13 minutes from the airport and a short commute to downtown by car. It's also very close to the Ernst and Young center. Thanks <br /><br />Your comfort is assured. If you're looking for a quiet, peaceful stay in a beautiful home, look no further.<br /><br />You are welcome for a short or long term stay.<br /><br /><b>Guest access</b><br />You will have shared access to laundry room located on the second level, kitchen, fridge and dining room. You are welcome to relax in the loft on the second level.",45.32437,-75.60155,Private room,2,2,1,1,55.0,28,0.9647,13.755615087632576,0.017490503525656648,0.0574468085106383,0.9807012622720898,3.034531602378221,0.634811660601922,0.6263728405276568
27,1650642,Private Rooms in townhouse,Very close to airport and downtown is 20 min drive. Dows lake is 13 min away. You will get clean and cozy- homely feeling at this townhouse. There is a driveway to park your car. Close to theater-shopping-bus stations. This is a 3 bedroom townhouse with a furnished basement. Two rooms are listed to rent with queen beds as in one room I live with my wife and son. Only kitchen and living room is shared but you have your own washroom.<br /><br /><b>The space</b><br />There is a basement room available in a townhouse with a queen size bed. There is also another  a beautiful bedroom with queen bed that you can book. There is a kids bedroom with crib.<br /><br /><b>Guest access</b><br />They can access the entire house and will have a powder room and washroom available for them.<br /><br /><b>Other things to note</b><br />This is a three bedroom townhouse with a furnished basement. I live with my wife and son. This is a shared accommodation. I could not list other rooms that's why its entire,45.28461,-75.71491,Private room,4,3,1,2,32.0,6,0.9834,14.941372259807745,0.015544848852294596,0.010638297872340429,0.9911921458625526,3.0153044331645873,0.6304382769854058,0.6263728405276568
